condition,color_type,length_m,height_cm,x1,x2,breed_category,pet_category
,Tortie,0.8,40.34,16,9,2,1
1.0,Black,0.73,29.88,0,1,0,2
0.0,Brown,0.18,23.91,0,7,1,2
2.0,Brown Tabby,0.43,49.66,13,9,1,1
2.0,White,0.4,30.68,0,7,1,2
0.0,Black Brindle,0.39,24.36,13,9,1,2
1.0,Black,0.67,28.04,0,1,0,2
1.0,Brown Tabby,0.04,47.86,13,9,0,1
2.0,Tricolor,0.62,7.14,13,9,1,4
0.0,Black,0.05,37.83,0,7,1,2
1.0,Seal Point,0.15,46.06,7,1,0,1
1.0,Blue Tabby,0.33,22.17,0,1,0,1
1.0,Blue,0.3,41.47,0,1,0,2
2.0,White,0.68,8.19,0,7,0,2
1.0,Tan,0.59,14.25,0,7,0,2
2.0,Black,0.6,36.81,0,7,1,2
1.0,Tricolor,0.33,43.25,0,1,0,2
2.0,White,0.21,47.31,0,7,1,2
0.0,White,0.89,29.0,7,1,1,2
1.0,Brown Tabby,0.35,12.4,0,7,0,1
1.0,Black,0.3,44.57,7,1,0,2
,Brown,0.16,34.7,15,4,2,4
0.0,White,0.98,6.06,0,1,1,4
1.0,Brown Tabby,0.22,49.34,0,1,0,1
1.0,Blue,0.56,33.61,0,1,0,2
2.0,Black,0.76,41.84,13,9,1,2
2.0,Brown,0.28,15.14,13,9,1,2
1.0,Brown,0.07,43.18,13,9,0,2
1.0,Tricolor,0.54,14.83,13,9,0,2
,Gray,0.86,15.09,15,4,2,4
2.0,White,0.18,43.38,0,7,0,2
2.0,Brown Tabby,0.08,25.12,16,9,1,1
1.0,Chocolate,0.45,9.4,0,1,0,1
0.0,Lynx Point,0.79,45.97,7,1,1,1
1.0,Blue,0.31,15.32,0,7,0,2
0.0,Blue Merle,0.3,29.06,0,1,1,2
1.0,White,0.77,45.06,0,1,0,2
2.0,Blue Tabby,0.9,35.74,13,9,1,1
1.0,Black Tabby,0.65,19.13,13,9,0,1
0.0,Seal Point,0.68,33.11,13,9,1,1
1.0,Black,0.71,10.44,13,9,0,2
1.0,Black,0.84,48.15,0,1,0,2
0.0,White,1.0,17.7,0,1,1,1
,Tortie,0.73,29.1,13,9,2,1
2.0,Black,0.76,20.92,18,4,0,1
,Tortie,0.34,31.11,13,9,2,1
2.0,Black,0.62,37.05,13,9,0,1
1.0,Black,0.12,32.41,0,1,0,2
1.0,Tan,0.94,28.54,0,1,0,2
1.0,Chocolate,0.33,37.79,0,1,0,2
0.0,Brown,0.28,29.3,0,1,1,2
0.0,Black,0.25,46.25,0,1,1,2
2.0,Black,0.87,17.61,0,1,0,1
,Brown,0.78,42.64,15,4,2,4
2.0,Brown,0.55,17.11,13,9,0,2
1.0,Blue Tabby,0.83,21.71,0,7,0,1
0.0,Tortie,0.39,10.13,0,1,1,1
0.0,Black,0.32,31.95,0,1,1,1
1.0,Blue,0.89,23.2,0,1,0,2
0.0,Black,0.89,31.19,0,1,1,2
0.0,Orange Tabby,0.54,33.3,0,1,1,1
1.0,Tan,0.1,7.99,0,1,0,2
0.0,Tan,0.14,40.33,0,1,1,2
2.0,Brown Tabby,0.93,48.61,13,9,1,1
0.0,Black,0.25,37.34,7,1,1,1
2.0,Calico,0.79,21.96,0,1,1,1
2.0,Yellow,0.06,39.76,0,7,0,2
0.0,Brown,0.54,24.2,0,1,1,2
,Blue Tabby,0.68,47.58,18,4,2,1
1.0,Blue,0.82,14.62,1,4,0,2
2.0,Orange Tabby,0.13,29.3,18,4,0,1
2.0,White,0.94,37.1,0,7,0,2
1.0,Brown,0.84,6.75,18,4,0,1
1.0,Black,0.01,13.8,0,1,0,1
1.0,Black,0.7,26.59,0,1,0,1
1.0,Brown Tabby,0.69,41.96,18,4,0,1
2.0,Blue,0.08,25.65,0,7,1,2
1.0,Black Brindle,0.22,17.22,0,7,0,2
1.0,Black,0.1,16.2,0,1,0,2
0.0,Brown Tabby,0.69,44.38,17,9,1,1
2.0,White,0.09,25.78,13,9,1,2
,Brown Tabby,0.49,31.93,16,9,2,1
1.0,Black,0.49,16.72,0,1,0,2
1.0,White,0.58,31.92,0,1,0,1
1.0,White,0.28,15.94,0,1,0,1
0.0,Tortie,0.62,28.16,7,1,1,1
2.0,Black,0.63,42.49,13,9,1,2
0.0,Brown Merle,0.54,40.04,7,1,1,2
0.0,Black,0.73,49.88,0,1,1,1
1.0,Blue Tabby,0.25,29.07,13,9,0,1
1.0,Brown,0.06,35.33,0,1,0,2
2.0,White,0.8,47.16,13,9,1,1
2.0,Black,0.41,40.01,0,7,1,2
2.0,Orange Tabby,0.6,47.22,13,9,1,1
1.0,White,0.88,43.81,13,9,0,2
0.0,Blue,0.42,30.48,13,9,1,2
1.0,White,0.53,45.0,0,7,0,2
1.0,Tricolor,0.29,49.83,0,7,0,2
0.0,Brown,0.06,15.27,0,7,1,2
0.0,Blue,0.12,20.22,0,1,1,2
0.0,Black,0.29,19.16,0,1,1,2
2.0,Black,0.44,20.07,13,9,1,2
2.0,Black,0.68,30.91,13,9,0,2
0.0,Black,0.34,37.23,18,4,1,1
0.0,Tan,0.58,9.31,0,1,1,2
,Gray,0.01,39.63,18,4,2,4
1.0,Brown,0.68,15.44,0,1,0,2
2.0,Blue Tabby,0.8,30.49,13,9,1,1
1.0,Blue,0.82,35.43,0,7,0,2
0.0,Black Smoke,0.44,35.13,7,1,1,1
1.0,Orange Tabby,0.48,13.16,0,1,0,1
0.0,Brown,0.92,31.8,0,7,1,2
1.0,Fawn,0.01,29.98,7,1,0,2
1.0,White,0.38,33.99,7,1,0,1
0.0,Orange Tabby,0.41,45.75,0,1,1,1
2.0,Tan,0.23,45.08,0,7,1,2
,Brown,0.83,7.11,15,4,2,4
,Black,0.19,19.95,15,4,2,4
0.0,Brown Tabby,0.18,42.05,7,1,1,1
0.0,Black,0.49,46.9,7,1,1,2
1.0,Brown,0.98,42.82,0,1,0,2
1.0,Orange,0.94,13.9,0,7,0,1
2.0,Torbie,0.85,10.13,0,7,1,1
0.0,Tan,0.92,43.85,13,9,1,2
2.0,Gray,0.44,5.77,16,9,0,1
1.0,Orange Tabby,0.7,13.08,0,1,0,1
1.0,Blue,0.55,45.62,0,7,0,1
0.0,Tricolor,0.23,48.85,13,9,1,2
2.0,White,0.22,13.12,16,9,1,1
1.0,Black,0.16,41.59,7,1,0,2
,Gray Tabby,0.9,16.87,13,9,2,1
,Brown Tabby,0.9,37.0,16,9,2,1
2.0,Black,0.54,23.02,0,1,1,1
0.0,Blue,0.56,34.45,17,9,1,1
1.0,Red,0.01,17.07,0,1,0,2
0.0,Brown,0.58,36.57,0,1,1,2
1.0,Tan,0.39,23.06,12,1,0,2
1.0,Blue Merle,0.77,44.06,0,1,0,2
1.0,White,0.4,25.22,13,9,0,2
1.0,Brown Brindle,0.66,45.53,0,7,0,2
2.0,Cream,0.97,21.12,13,9,0,1
0.0,Black,0.06,26.58,13,9,1,1
0.0,Black,0.57,14.59,0,1,1,2
0.0,Brown Tabby,0.65,26.65,0,1,1,1
0.0,Tan,0.03,14.28,0,1,1,2
1.0,White,0.98,48.69,0,7,0,2
1.0,Orange Tabby,0.26,33.22,7,1,0,1
0.0,White,0.93,24.06,0,1,1,1
1.0,Brown Brindle,0.61,22.17,0,1,0,2
0.0,White,0.52,28.06,0,1,1,2
1.0,White,0.31,47.53,13,9,0,2
0.0,Blue Merle,0.81,25.45,0,1,1,2
2.0,Black,0.86,23.24,13,9,0,1
2.0,Tan,0.08,49.2,13,9,0,2
0.0,Chocolate,0.54,27.46,0,1,1,2
0.0,Black,0.68,8.08,0,1,1,1
0.0,Black,0.01,45.67,0,1,1,2
0.0,Black,0.08,7.6,0,1,1,2
0.0,Tan,0.23,23.15,0,1,1,2
1.0,Orange Tabby,0.74,11.34,9,2,0,1
2.0,Brown Tabby,0.21,13.89,16,9,1,1
2.0,Tan,0.2,34.18,13,9,0,2
0.0,Brown,0.69,13.12,0,1,1,2
0.0,Black,0.12,27.82,13,9,1,1
1.0,Black,0.11,42.74,16,9,0,1
0.0,White,0.28,20.62,0,7,1,2
1.0,Brown,0.46,35.65,0,7,0,2
1.0,Gray,0.07,36.33,0,7,0,2
1.0,Chocolate,0.46,13.51,0,7,0,2
1.0,Blue Tiger,0.37,20.85,0,7,0,2
1.0,Black,0.11,27.42,13,9,0,2
1.0,White,0.65,42.61,0,1,0,2
0.0,Black,0.94,37.74,7,1,1,1
2.0,Brown,0.93,24.42,0,7,0,2
1.0,Black,0.77,7.88,0,1,0,2
1.0,Blue,0.39,48.89,0,7,0,2
1.0,Brown,0.87,22.64,0,1,0,2
2.0,Orange Tabby,0.01,43.97,13,9,0,1
0.0,Gray,0.65,43.61,0,1,1,2
0.0,Black,0.0,32.7,7,1,1,1
0.0,Blue Tick,0.2,23.44,0,1,1,2
1.0,Red,0.43,11.12,0,7,0,2
0.0,Brown Tabby,0.08,10.96,0,1,1,1
2.0,Black,0.48,12.36,13,9,1,1
0.0,Chocolate,0.94,14.38,0,1,1,2
1.0,Fawn,0.49,15.74,0,7,0,2
0.0,White,0.16,44.55,7,1,1,2
2.0,Black,0.58,6.99,16,9,0,1
0.0,Tan,0.47,23.52,13,9,1,2
0.0,Brown Tabby,0.34,29.27,0,1,1,1
2.0,Brown,0.45,46.02,13,9,1,2
1.0,White,0.92,19.16,0,1,0,2
0.0,Brown,0.11,13.71,13,9,1,1
2.0,White,0.97,23.89,13,9,0,1
0.0,Black,0.09,47.51,7,1,1,1
1.0,Black,0.05,7.95,0,7,0,2
0.0,Brown Brindle,0.85,23.27,13,9,1,2
2.0,Tricolor,0.18,21.0,0,1,0,2
1.0,Brown Brindle,0.47,16.51,7,1,0,2
0.0,Chocolate,0.14,37.17,0,1,1,2
0.0,Brown,0.51,30.76,13,9,1,2
2.0,Tan,0.11,44.01,0,1,1,2
1.0,Cream Tabby,0.05,39.89,7,1,0,1
0.0,White,0.94,22.69,0,7,1,2
1.0,Buff,0.03,39.16,0,1,0,2
1.0,Gray,0.89,23.2,0,1,0,2
2.0,Tortie,0.76,48.87,16,9,1,1
0.0,White,0.37,48.88,0,1,1,2
0.0,Torbie,0.57,35.97,0,1,1,1
2.0,Yellow Brindle,0.2,41.86,13,9,0,2
2.0,Brown,0.25,43.4,0,7,1,2
0.0,Calico Point,0.97,47.99,0,1,1,1
0.0,Tortie,0.54,24.83,0,1,1,1
1.0,Orange Tabby,0.45,5.32,7,1,0,1
,Brown,0.71,14.99,15,4,2,4
1.0,Brown Tabby,0.82,27.12,13,9,0,1
1.0,Black,0.29,48.83,0,7,0,2
1.0,Orange Tabby,0.59,13.85,0,1,0,1
0.0,Torbie,0.31,23.09,0,1,1,1
0.0,White,0.69,47.46,0,1,1,1
2.0,Calico,0.39,34.7,13,9,1,1
0.0,White,0.57,32.49,0,7,1,2
0.0,White,0.74,18.94,0,1,1,2
0.0,Red,0.32,45.76,0,1,1,2
1.0,Chocolate,0.06,14.03,0,1,0,2
0.0,Black,0.03,40.2,0,1,1,2
2.0,Blue,0.56,15.66,4,4,0,2
0.0,Black,0.72,29.21,0,1,1,2
1.0,Brown,0.08,46.56,0,1,0,2
2.0,Brown,0.57,45.68,9,2,0,2
1.0,Tan,0.37,31.41,0,1,0,2
2.0,Chocolate,0.25,18.68,0,1,0,2
1.0,White,0.95,46.38,0,1,0,2
0.0,Tan,0.48,44.25,0,7,1,2
0.0,Tan,0.03,39.44,13,9,1,2
0.0,Black,0.37,35.59,0,7,1,2
1.0,White,0.63,13.43,0,1,0,2
,Brown,0.3,42.86,15,4,2,4
1.0,Buff,0.11,26.22,0,1,0,2
,Black,0.03,44.0,13,9,2,1
1.0,Brown Tabby,0.07,10.88,7,1,0,1
0.0,White,0.55,22.44,0,7,1,2
1.0,Brown,0.01,9.59,0,7,0,2
2.0,Brown Tabby,0.57,25.97,16,9,1,1
0.0,Red,0.85,48.15,0,7,1,2
0.0,White,0.5,26.75,0,1,1,1
0.0,Black,0.02,9.79,0,7,1,2
0.0,Tricolor,0.9,43.32,0,1,1,2
,Brown Tabby,0.86,29.24,13,9,2,1
0.0,White,0.23,43.17,0,1,1,4
0.0,Black,0.05,9.05,0,1,1,2
2.0,Lynx Point,0.52,41.54,13,9,0,1
1.0,Tan,0.54,12.95,0,1,0,2
1.0,Black,0.57,39.04,7,1,0,1
2.0,Blue,0.55,9.87,13,9,1,2
0.0,Black,0.68,43.73,7,1,1,1
1.0,Black,0.54,40.96,16,9,0,1
1.0,Gray,0.85,29.47,0,1,0,2
1.0,White,0.97,26.2,0,7,0,2
,Black,0.29,13.94,18,4,2,4
2.0,Black,0.86,8.13,13,9,0,1
2.0,Black,0.49,49.29,13,9,0,2
0.0,Brown,0.48,23.74,0,1,1,2
1.0,Brown,0.29,25.67,0,7,0,2
2.0,Blue Tabby,0.69,41.45,13,9,0,1
1.0,Brown Tabby,0.51,29.93,7,1,0,1
1.0,Black,0.87,22.16,7,1,0,1
,Gray,0.86,10.43,15,4,2,4
2.0,Tan,0.93,8.98,0,7,1,2
0.0,Red,0.02,34.17,0,7,1,2
0.0,Tricolor,0.25,31.18,7,1,1,2
0.0,Chocolate,0.2,29.33,0,1,1,2
1.0,Brown Brindle,0.19,7.34,0,1,0,2
1.0,Black,0.64,42.76,13,9,0,2
2.0,Black,0.14,43.16,13,9,1,1
2.0,Black,0.7,19.19,13,9,1,1
1.0,Black,0.36,9.77,0,1,0,2
1.0,Black,0.53,23.25,0,7,0,2
1.0,Sable,0.25,16.0,0,7,0,2
0.0,Blue,0.38,12.12,0,7,1,1
1.0,Black Brindle,0.47,27.61,0,7,0,2
2.0,Brown,0.26,20.61,18,4,0,2
1.0,Gray,0.3,47.51,13,9,0,2
0.0,Blue Merle,0.84,15.32,0,7,1,2
1.0,Black,0.48,31.07,0,1,0,2
0.0,White,0.36,8.85,0,1,1,2
2.0,Tricolor,0.28,28.66,0,7,0,2
1.0,Tan,0.5,11.89,0,1,0,2
0.0,Black,0.83,14.0,7,1,1,1
2.0,Blue,0.78,48.3,13,9,0,2
1.0,Blue,0.41,7.45,13,9,0,1
1.0,White,0.05,43.47,0,1,0,2
0.0,Black,0.28,12.45,0,7,1,2
1.0,White,0.68,26.43,0,1,0,2
1.0,Blue,0.45,40.02,0,1,0,1
1.0,Brown,0.27,48.58,7,1,0,2
,Brown,0.93,46.59,0,3,2,4
1.0,Blue,0.21,29.98,0,1,0,1
,White,0.43,7.27,13,9,2,4
2.0,Black,0.23,49.23,18,4,1,1
0.0,Torbie,0.45,22.56,0,1,1,1
1.0,White,0.37,43.28,0,1,0,2
0.0,Buff,0.22,38.79,0,7,1,2
1.0,Orange Tabby,0.36,28.94,0,1,0,1
0.0,Tan,0.33,22.75,0,7,1,2
0.0,Flame Point,0.52,24.59,0,1,1,1
1.0,Black Brindle,0.08,49.62,7,1,0,2
2.0,White,0.44,24.22,0,1,0,2
0.0,Black,0.03,41.46,0,1,1,2
1.0,Black,0.37,13.0,0,1,0,2
0.0,Black,0.56,38.85,13,9,1,2
2.0,Blue Tabby,0.04,38.79,13,9,1,1
0.0,Black,0.93,31.36,0,7,1,2
1.0,Black,0.78,46.53,7,1,0,1
1.0,Black,0.63,42.49,13,9,0,2
1.0,White,0.78,5.81,0,1,0,2
1.0,Black,0.9,48.15,13,9,0,2
2.0,Black,0.18,20.31,17,9,0,1
1.0,Tan,0.3,47.16,0,7,0,2
2.0,Red,0.3,13.11,0,7,0,2
0.0,Tan,0.22,49.75,0,7,1,2
1.0,Black,0.44,9.98,0,1,0,2
2.0,Blue Tabby,0.93,23.47,13,9,0,1
0.0,Brown Tabby,0.61,27.19,7,1,1,1
1.0,White,0.18,35.2,0,1,0,2
,Brown,0.8,47.9,15,4,2,4
0.0,Black,0.0,33.26,0,7,1,1
2.0,Brown,0.78,41.09,13,9,1,2
0.0,Blue,0.75,13.61,0,1,1,2
0.0,Orange Tabby,0.22,28.82,7,1,1,1
,Brown,0.84,9.43,15,4,2,4
0.0,Black,0.99,10.05,0,1,1,2
,Black,0.46,47.11,15,4,2,4
2.0,Black,0.02,46.94,13,9,1,2
2.0,White,0.73,30.75,18,4,1,2
1.0,Brown Brindle,0.74,48.51,0,1,0,2
1.0,Yellow,0.24,18.43,0,7,0,2
1.0,Black,0.59,47.56,0,1,0,2
2.0,Green,0.91,6.6,0,1,1,4
1.0,Brown,0.02,26.49,0,1,0,2
1.0,Blue,0.23,10.4,7,1,0,1
0.0,Fawn,0.59,43.98,0,7,1,2
0.0,Tortie,0.77,16.3,7,1,1,1
1.0,Blue,0.47,46.14,0,1,0,2
1.0,Black,0.5,26.19,0,7,0,2
1.0,Orange Tabby,0.88,49.86,0,1,0,1
2.0,Black,0.63,38.25,13,9,1,2
0.0,Blue Tabby,0.39,23.8,0,1,1,1
1.0,Black,0.59,35.57,0,1,0,2
1.0,Chocolate,0.57,8.99,0,7,0,2
2.0,Orange Tabby,0.4,16.58,16,9,0,1
2.0,Tortie Point,0.98,14.08,16,9,1,1
1.0,Brown,0.52,46.12,0,7,0,2
2.0,Orange Tabby,0.24,39.25,17,9,1,1
1.0,White,0.07,29.78,7,1,0,2
1.0,Flame Point,0.98,43.57,0,1,0,1
2.0,Blue Tabby,0.69,45.69,13,9,1,1
2.0,Blue,0.41,36.29,13,9,0,1
0.0,Blue Tabby,0.93,44.45,7,1,1,1
1.0,Tricolor,0.12,36.12,13,9,0,2
1.0,Blue,0.41,34.04,0,1,0,1
1.0,Brown Tabby,0.9,32.54,0,1,0,1
0.0,Sable,0.12,29.82,7,1,1,2
2.0,White,0.01,34.11,13,9,0,2
1.0,White,0.26,6.91,18,4,0,1
2.0,White,0.21,6.24,13,9,1,2
,White,0.09,6.56,13,9,2,2
,Brown Tabby,0.01,15.88,18,4,2,1
1.0,Brown Brindle,0.98,9.26,0,1,0,2
0.0,Blue,0.56,44.38,0,1,1,2
2.0,Black,0.07,11.53,1,4,0,2
0.0,Black,0.98,15.03,13,9,1,1
1.0,Brown Tabby,0.24,13.56,13,9,0,1
1.0,Brown,0.38,11.81,0,1,0,2
2.0,White,0.96,8.96,0,7,1,2
1.0,Tan,0.94,13.49,0,1,0,2
2.0,Brown Tabby,0.98,11.07,16,9,0,1
0.0,Tan,0.36,8.05,0,1,1,2
0.0,White,0.01,14.41,0,1,1,2
1.0,Black,0.11,42.39,0,1,0,1
0.0,Brown Tabby,0.61,10.85,0,1,1,1
1.0,Black,0.58,5.2,0,1,0,2
1.0,Tricolor,0.16,14.12,0,7,0,2
1.0,Brown Tabby,0.19,30.63,0,1,0,1
0.0,Gold,0.37,10.01,0,7,1,2
,Gray,0.5,49.8,0,3,2,4
2.0,White,0.77,22.84,13,9,1,1
1.0,Brown,0.69,38.1,0,1,0,2
0.0,Tan,0.26,27.99,0,1,1,2
0.0,Blue,0.08,24.52,0,7,1,2
0.0,Tan,0.52,47.33,0,1,1,2
2.0,Black,0.17,13.03,16,9,0,1
2.0,Red,0.35,10.53,18,4,1,2
2.0,Tan,0.94,29.58,0,7,1,2
2.0,Black,0.56,21.57,18,4,0,1
0.0,Tricolor,0.51,27.66,0,1,1,2
1.0,Black,0.69,11.23,0,1,0,2
2.0,Tan,0.16,38.46,13,9,0,2
0.0,White,0.9,45.08,0,1,1,2
1.0,Tan,0.52,25.23,0,1,0,2
1.0,White,0.76,10.38,0,1,0,2
0.0,Black,0.36,39.72,0,1,1,2
0.0,Calico,0.91,26.95,16,9,1,1
0.0,Tan,0.31,43.35,7,1,1,2
0.0,Tan,1.0,6.1,0,1,1,2
0.0,Black,0.25,10.68,7,1,1,1
2.0,Blue,0.53,48.85,8,2,1,1
1.0,White,0.37,21.97,0,1,0,4
2.0,Torbie,0.97,30.92,13,9,1,1
0.0,Red,0.96,48.19,0,1,1,2
2.0,Black,0.01,23.91,17,9,1,1
2.0,Blue,0.79,16.94,13,9,1,2
2.0,Cream Tabby,0.41,42.27,0,1,0,1
2.0,Blue,0.1,10.89,13,9,0,1
0.0,Brown Brindle,0.18,10.13,0,1,1,2
,Blue,0.32,31.62,13,9,2,1
1.0,Black,0.46,21.68,7,1,0,1
,Brown,0.37,26.65,15,4,2,4
2.0,Black,0.54,42.89,13,9,0,2
1.0,Blue Tabby,0.81,19.28,0,1,0,1
0.0,Tan,0.45,48.15,0,1,1,2
1.0,Brown Tabby,0.02,15.59,0,1,0,1
1.0,White,0.84,47.59,0,1,0,2
1.0,Brown Tabby,0.1,18.69,0,1,0,1
1.0,Black,0.11,11.66,0,1,0,2
1.0,Black,0.09,42.24,0,7,0,2
1.0,White,0.42,7.58,13,9,0,2
0.0,Brown,0.71,46.06,7,1,1,2
0.0,Tan,0.51,12.75,0,1,1,2
,Black,0.78,39.17,2,2,2,1
1.0,Gray,0.46,25.14,0,7,0,2
0.0,Brown Brindle,0.2,33.94,13,9,1,2
1.0,Black,0.58,15.8,0,1,0,2
1.0,Blue,0.64,28.36,16,9,0,1
2.0,Cream Tabby,0.92,33.79,16,9,0,1
2.0,Black,0.47,23.85,13,9,0,1
0.0,Tan,0.43,10.89,7,1,1,2
0.0,Gray,0.04,36.51,13,9,1,2
1.0,Black,0.59,12.82,0,1,0,1
1.0,Tricolor,0.34,5.32,0,1,0,2
1.0,White,0.02,28.92,7,1,0,2
0.0,Tricolor,0.8,31.85,0,1,1,2
2.0,Brown Tabby,0.63,25.26,16,9,1,1
1.0,Orange Tabby,0.15,31.4,0,7,0,1
0.0,Black,0.27,39.86,0,1,1,2
0.0,Brown,0.78,36.45,0,1,1,2
0.0,White,0.06,26.22,0,1,1,2
1.0,White,0.83,35.83,0,1,0,2
,Gray,0.02,38.41,15,4,2,4
0.0,Tan,0.08,19.93,0,1,1,2
2.0,Black,0.0,38.6,13,9,0,1
1.0,Brown Tabby,0.41,5.39,0,1,0,1
1.0,Chocolate,0.58,31.75,0,1,0,2
,Gray,0.12,28.32,18,4,2,4
1.0,Blue,0.66,6.6,7,1,0,2
1.0,Tan,0.83,45.27,0,7,0,2
,Orange Tabby,0.26,12.01,13,9,2,1
2.0,Brown Tabby,0.71,8.26,17,9,0,1
0.0,White,0.93,29.35,18,4,1,2
2.0,Blue Tabby,0.42,41.85,13,9,1,1
1.0,Black,0.09,44.78,0,1,0,2
1.0,Black Tabby,0.38,32.99,0,1,0,1
0.0,Tortie,0.43,40.44,0,1,1,1
0.0,Orange Tabby,0.44,40.12,0,1,1,1
1.0,Red,0.8,32.43,12,1,0,2
0.0,Brown,0.1,34.85,0,1,1,2
0.0,Brown,0.0,44.73,0,1,1,2
1.0,Tricolor,0.25,17.14,0,7,0,2
0.0,Tricolor,0.75,31.65,0,1,1,2
1.0,Yellow,0.41,34.18,13,9,0,2
0.0,Brown Tabby,0.6,18.66,0,1,1,1
1.0,Tan,0.6,23.56,7,1,0,2
2.0,Black,0.49,33.93,17,9,0,1
1.0,White,0.02,38.82,0,7,0,2
1.0,Black,0.82,49.79,7,1,0,2
0.0,Brown,0.94,25.07,15,4,1,2
2.0,Tricolor,0.57,27.18,0,7,1,2
2.0,Brown,0.6,39.94,0,7,1,2
1.0,Chocolate,0.11,31.28,0,7,0,2
2.0,Black,0.49,14.32,0,7,1,2
0.0,Black,0.29,28.65,0,7,1,2
1.0,Black,0.97,18.37,0,7,0,2
1.0,Black,0.34,40.85,0,7,0,2
1.0,Tricolor,0.38,7.6,0,1,0,2
2.0,Brown,0.24,12.51,13,9,1,2
1.0,Red,0.99,27.14,0,7,0,2
1.0,Black,0.74,5.22,0,1,0,2
,Brown,0.91,29.46,15,4,2,4
1.0,Red Tick,0.34,20.42,13,9,0,2
2.0,Brown Brindle,0.17,10.47,13,9,0,2
1.0,Tan,0.85,40.93,0,1,0,2
1.0,Black,0.98,28.87,0,7,0,2
1.0,Blue Smoke,0.81,9.99,0,1,0,1
1.0,Black,0.34,18.64,0,1,0,2
0.0,Tan,0.83,14.92,0,1,1,2
,Brown,0.76,20.84,15,4,2,4
2.0,Blue Tabby,0.24,37.51,13,9,0,1
0.0,Brown Tabby,0.69,15.29,0,1,1,1
0.0,White,0.81,23.58,13,9,1,2
0.0,White,0.08,20.43,0,1,1,2
1.0,Blue Tabby,0.11,46.91,0,1,0,1
2.0,Orange Tabby,0.86,6.94,13,9,1,1
,Black,0.24,32.36,13,9,2,1
1.0,Black,0.42,27.98,0,1,0,2
2.0,Black,0.01,40.7,0,7,1,2
0.0,Brown Tabby,0.97,14.88,0,1,1,1
2.0,Black,0.99,47.25,18,4,0,2
1.0,Orange Tabby,0.19,12.98,0,1,0,1
1.0,Brown,0.3,47.1,0,1,0,2
2.0,Brown Tabby,0.06,7.51,9,2,1,1
2.0,Tan,0.16,19.03,0,7,1,2
,Brown,0.81,25.72,15,4,2,4
1.0,Brown Tabby,0.11,13.74,16,9,0,1
2.0,Black,0.92,36.1,0,7,0,2
1.0,Brown Brindle,0.13,16.53,13,9,0,2
0.0,Black,0.49,11.21,13,9,1,2
2.0,Blue,0.47,15.52,13,9,1,1
1.0,Orange Tabby,0.45,40.05,0,1,0,1
0.0,Brown,0.08,31.08,0,1,1,2
1.0,Brown,0.56,35.29,18,4,0,2
0.0,Black,0.66,38.97,0,1,1,2
1.0,Black,0.27,28.54,7,1,0,2
2.0,Black Smoke,0.1,7.24,13,9,0,1
1.0,Brown,0.47,23.08,0,1,0,2
1.0,White,0.12,17.26,0,1,0,2
1.0,White,0.26,11.29,0,1,0,2
2.0,Tan,0.28,32.21,13,9,1,2
0.0,White,0.57,7.31,0,1,1,2
1.0,Brown,0.02,32.41,0,7,0,2
2.0,White,0.82,17.07,13,9,1,2
1.0,White,0.14,25.98,13,9,0,2
1.0,Brown,0.99,9.11,0,1,0,2
2.0,Red,0.68,35.3,9,2,0,2
0.0,Black,0.43,30.22,0,7,1,2
2.0,Tortie,0.72,12.05,18,4,1,1
2.0,Fawn,0.96,6.23,13,9,1,2
1.0,Red,0.11,45.53,0,7,0,2
1.0,White,0.56,19.04,0,1,0,2
1.0,Tan,0.13,30.59,0,1,0,2
2.0,Torbie,0.63,13.58,16,9,1,1
1.0,Tan,0.49,18.71,0,1,0,2
0.0,Cream Tabby,0.8,9.41,0,1,1,1
1.0,Tricolor,0.92,14.43,0,1,0,2
0.0,Black,0.86,9.72,0,1,1,2
1.0,Cream,0.12,44.48,0,7,0,2
2.0,Apricot,0.84,14.49,13,9,0,2
0.0,Black,0.63,21.93,0,1,1,1
0.0,Fawn,0.95,22.64,0,7,1,2
,Orange Tabby,0.53,40.26,13,9,2,1
2.0,Torbie,0.3,13.16,13,9,1,1
1.0,Tricolor,0.69,15.86,0,1,0,2
0.0,Black,0.8,24.63,7,1,1,1
0.0,White,0.82,21.0,0,7,1,2
,Black,0.49,11.87,15,4,2,4
0.0,Brown Tabby,0.37,8.34,0,1,1,1
0.0,Tan,0.96,10.43,7,1,1,2
1.0,Brown,0.95,45.56,0,1,0,2
1.0,Brown Brindle,0.26,15.89,0,7,0,2
2.0,Blue,0.7,49.99,18,4,0,1
0.0,Tortie,0.69,7.61,13,9,1,1
0.0,Black,0.29,10.02,0,1,1,2
0.0,Black,0.93,35.3,0,1,1,1
0.0,White,0.29,25.81,0,1,1,1
2.0,Blue,0.75,13.01,0,7,0,2
2.0,Calico,0.88,11.92,16,9,1,1
0.0,Brown,0.16,28.83,0,7,1,2
0.0,Brown Tabby,0.05,43.21,7,1,1,1
1.0,Orange Tabby,0.21,9.71,0,1,0,1
2.0,Black,0.67,11.4,13,9,1,2
0.0,Calico,0.5,26.05,7,1,1,1
2.0,Brown Tabby,0.32,48.23,8,2,0,1
1.0,Brown,0.36,12.16,0,1,0,2
2.0,Black,0.55,29.0,13,9,1,1
0.0,Orange Tabby,0.19,43.62,0,1,1,1
2.0,Brown Tabby,0.7,43.9,13,9,0,1
